match_date,tournament,tour,surface,round,player_1,player_2,winner_name,loser_name,p1_win,odds_p1,odds_p2,indoor,elo_p1,elo_p2,elo_diff,surface_elo_p1,surface_elo_p2,surface_elo_diff,ranking_gap,recent_win_rate_diff_5,surface_recent_win_rate_diff_5,recent_win_rate_diff_10,surface_recent_win_rate_diff_10,fatigue_matches_7d_diff,fatigue_long_matches_14d_diff,h2h_weighted_diff,is_atp,tournament_tier,serve_points_won_diff,return_points_won_diff,hold_pct_diff,break_pct_diff
2022-06-09,Tourney_1,WTA,Clay,QF,wta player 12,wta player 17,WTA_Player_12,WTA_Player_17,1.0,2.144,2.112,,1511.585699413623,1499.98574107419,11.599958339432987,1500.0,1487.585699413623,12.414300586377067,,0.5,0.5,0.5,0.5,-1,0,0.0,0,0.0,,,,
2022-06-12,Tourney_5,ATP,Hard,R32,atp player 10,atp player 6,ATP_Player_10,ATP_Player_6,1.0,1.589,3.217,,1512.0,1476.4428658887496,35.557134111250434,1500.0,1488.0143094285309,11.98569057146915,,1.0,0.5,1.0,0.5,-1,0,0.0,1,0.0,,,,
2022-06-15,Tourney_3,ATP,Clay,QF,atp player 12,atp player 6,ATP_Player_6,ATP_Player_12,0.0,2.862,1.693,,1499.1980807326836,1465.6666960499279,33.53138468275574,1500.0,1488.0,12.0,,0.5,0.5,0.5,0.5,-1,0,0.0,1,0.0,,,,
2022-06-18,Tourney_5,ATP,Grass,R32,atp player 7,atp player 9,ATP_Player_7,ATP_Player_9,1.0,1.752,2.707,,1487.2009700706376,1512.3866998684753,-25.185729797837666,1512.0,1500.0,12.0,,-0.6666666666666667,0.5,-0.6666666666666667,0.5,2,0,0.0,1,0.0,,,,
2022-06-21,Tourney_6,ATP,Grass,F,atp player 17,atp player 19,ATP_Player_19,ATP_Player_17,0.0,1.614,3.122,,1511.9714152559184,1532.4710649919482,-20.499649736029824,1500.0,1488.0,12.0,,0.19999999999999996,0.5,0.19999999999999996,0.5,-4,0,0.0,1,0.0,,,,
2022-06-24,Tourney_6,ATP,Grass,R16,atp player 11,atp player 2,ATP_Player_11,ATP_Player_2,1.0,1.49,3.72,,1513.6055056158648,1521.9518569671368,-8.346351351272006,1500.0,1500.0,0.0,,-0.08333333333333337,0.0,-0.08333333333333337,0.0,-1,0,0.5,1,0.0,,,,
2022-06-27,Tourney_8,WTA,Hard,R32,wta player 11,wta player 13,WTA_Player_11,WTA_Player_13,1.0,1.582,3.249,,1521.1249344264393,1476.827614673444,44.297319752995236,1500.0,1488.0,12.0,,0.75,0.5,0.75,0.5,2,0,0.0,0,0.0,,,,
2022-06-30,Tourney_7,ATP,Grass,QF,atp player 13,atp player 8,ATP_Player_8,ATP_Player_13,0.0,1.829,2.544,,1455.9812999633598,1499.6133001315247,-43.63200016816495,1500.0,1500.414300586377,-0.4143005863770668,,-0.5,0.0,-0.5,0.0,2,0,0.0,1,0.0,,,,
2022-07-03,Tourney_1,ATP,Hard,SF,atp player 14,atp player 20,ATP_Player_20,ATP_Player_14,0.0,4.758,1.37,,1545.9781068807317,1498.8132860159349,47.164820864796866,1523.172385326556,1499.585699413623,23.586685912933035,,0.5,0.5,0.5,0.5,0,0,0.0,1,0.0,,,,
2022-07-06,Tourney_6,ATP,Hard,QF,atp player 14,atp player 17,ATP_Player_17,ATP_Player_14,0.0,2.835,1.703,,1532.3590251802343,1500.678627586613,31.680397593621365,1510.3589792732323,1512.0,-1.6410207267676924,,0.30000000000000004,-0.33333333333333337,0.30000000000000004,-0.33333333333333337,3,0,0.0,1,0.0,,,,
2022-07-09,Tourney_1,ATP,Hard,R16,atp player 12,atp player 9,ATP_Player_9,ATP_Player_12,0.0,4.928,1.357,,1486.043530155433,1499.5183360870856,-13.474805931652554,1499.585699413623,1512.414300586377,-12.828601172754134,,-0.16666666666666669,-0.5,-0.16666666666666669,-0.5,1,0,0.0,1,0.0,,,,
2022-07-12,Tourney_4,ATP,Grass,F,atp player 10,atp player 6,ATP_Player_10,ATP_Player_6,1.0,2.5,1.852,,1522.7761698388217,1478.8212466271784,43.95492321164329,1500.0,1500.0,0.0,,0.75,0.0,0.75,0.0,-2,0,0.5,1,0.0,,,,
2022-07-15,Tourney_8,ATP,Hard,R16,atp player 17,atp player 8,ATP_Player_8,ATP_Player_17,0.0,4.244,1.42,,1513.7698072500116,1510.1141768951188,3.6556303548927644,1523.9433215735373,1500.0,23.943321573537332,,0.0,0.5,0.0,0.5,0,0,0.0,1,0.0,,,,
2022-07-18,Tourney_7,ATP,Hard,QF,atp player 18,atp player 4,ATP_Player_4,ATP_Player_18,0.0,1.817,2.566,,1476.773412769494,1476.824820293037,-0.05140752354304823,1488.0,1487.585699413623,0.4143005863770668,,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,,,,
2022-07-21,Tourney_5,WTA,Clay,SF,wta player 11,wta player 6,WTA_Player_11,WTA_Player_6,1.0,4.44,1.399,,1531.603195935836,1512.0,19.603195935836084,1512.0,1500.0,12.0,,-0.19999999999999996,0.5,-0.19999999999999996,0.5,4,0,0.0,0,0.0,,,,
2022-07-24,Tourney_6,ATP,Clay,R16,atp player 1,atp player 19,ATP_Player_1,ATP_Player_19,1.0,1.399,4.44,,1501.1711814107948,1543.7638526612536,-42.59267125045881,1500.0,1523.585699413623,-23.585699413622933,,-0.30000000000000004,-0.5,-0.33333333333333337,-0.5,-4,0,0.5,1,0.0,,,,
2022-07-27,Tourney_7,ATP,Grass,F,atp player 17,atp player 2,ATP_Player_2,ATP_Player_17,0.0,2.457,1.876,,1501.64355090973,1509.6636396445645,-8.020088734834417,1487.585699413623,1488.0,-0.4143005863770668,,-0.09999999999999998,0.0,-0.09999999999999998,0.0,-1,0,0.0,1,0.0,,,,
2022-07-30,Tourney_1,ATP,Hard,SF,atp player 15,atp player 16,ATP_Player_15,ATP_Player_16,1.0,3.282,1.574,,1488.8554431877085,1500.7857581534065,-11.930314965698017,1487.585699413623,1512.3999911578462,-24.814291744223283,,-0.16666666666666669,-0.6666666666666666,-0.16666666666666669,-0.6666666666666666,-1,0,0.0,1,0.0,,,,
2022-08-02,Tourney_4,WTA,Hard,R32,wta player 4,wta player 7,WTA_Player_7,WTA_Player_4,0.0,3.72,1.49,,1508.4647927831827,1535.1335284733566,-26.66873569017389,1500.414300586377,1512.0,-11.585699413622933,,-0.4,-0.5,-0.4,-0.5,2,0,-0.5,0,0.0,,,,
2022-08-05,Tourney_1,ATP,Grass,R32,atp player 11,atp player 17,ATP_Player_17,ATP_Player_11,0.0,1.752,2.707,,1525.8937229384371,1489.9205057706165,35.97321716782062,1512.0,1475.6000088421538,36.399991157846216,,0.35,1.0,0.35,1.0,-1,0,0.0,1,0.0,,,,
2022-08-08,Tourney_6,ATP,Clay,F,atp player 19,atp player 9,ATP_Player_19,ATP_Player_9,1.0,1.37,4.758,,1530.3000794416973,1511.0531659860414,19.246913455655886,1510.772327276234,1500.0,10.77232727623391,,-0.06666666666666665,0.16666666666666663,0.04761904761904767,0.16666666666666663,4,0,0.0,1,0.0,,,,
2022-08-11,Tourney_8,ATP,Clay,QF,atp player 12,atp player 3,ATP_Player_3,ATP_Player_12,0.0,2.193,2.066,,1474.5087002564771,1465.1867139840651,9.321986272412005,1487.585699413623,1488.0,-0.4143005863770668,,0.25,0.0,0.25,0.0,1,0,0.0,1,0.0,,,,
2022-08-14,Tourney_3,WTA,Clay,SF,wta player 10,wta player 15,WTA_Player_10,WTA_Player_15,1.0,1.763,2.683,,1464.0692947101445,1524.715775342302,-60.64648063215759,1500.0,1524.0,-24.0,,-0.75,-0.5,-0.75,-0.5,-1,0,0.0,0,0.0,,,,
2022-08-17,Tourney_8,ATP,Clay,R32,atp player 11,atp player 12,ATP_Player_12,ATP_Player_11,0.0,2.245,2.022,,1512.6556729955498,1462.1868074961985,50.468865499351296,1512.8271233992737,1475.6000088421538,37.227114557119876,,0.39999999999999997,1.0,0.39999999999999997,1.0,0,0,0.0,1,0.0,,,,
2022-08-20,Tourney_5,ATP,Grass,F,atp player 1,atp player 2,ATP_Player_2,ATP_Player_1,0.0,1.605,3.153,,1514.634954630351,1521.386684783678,-6.751730153326889,1499.585699413623,1499.9856905714691,-0.3999911578462161,,0.06666666666666665,0.0,0.0,0.0,-3,0,0.0,1,0.0,,,,
2022-08-23,Tourney_4,ATP,Clay,R16,atp player 15,atp player 19,ATP_Player_19,ATP_Player_15,0.0,6.687,1.265,,1501.267339790551,1541.635993785801,-40.36865399525004,1500.414300586377,1522.4003834519158,-21.98608286553872,,-0.30000000000000004,-0.25,-0.25,-0.25,-3,0,0.0,1,0.0,,,,
2022-08-26,Tourney_8,ATP,Clay,SF,atp player 1,atp player 15,ATP_Player_15,ATP_Player_1,0.0,1.425,4.196,,1502.868121777813,1490.655383035388,12.212738742425017,1512.813372137389,1489.1726609744226,23.640711162966454,,0.09999999999999998,0.6666666666666667,0.09999999999999998,0.6666666666666667,-1,0,0.0,1,0.0,,,,
2022-08-29,Tourney_6,ATP,Hard,F,atp player 10,atp player 8,ATP_Player_8,ATP_Player_10,0.0,2.783,1.722,,1533.2660685811657,1522.2404332354004,11.025635345765295,1511.5861930553651,1512.8256663595205,-1.2394733041553536,,0.25,0.0,0.25,0.0,-1,0,0.0,1,0.0,,,,
2022-09-01,Tourney_7,WTA,Grass,R32,wta player 4,wta player 6,WTA_Player_4,WTA_Player_6,1.0,2.245,2.022,,1497.3840935110163,1500.6763528297408,-3.2922593187245184,1523.585699413623,1512.0,11.585699413622933,,-0.09999999999999998,0.0,0.0,0.0,4,0,0.0,0,0.0,,,,
2022-09-04,Tourney_3,WTA,Hard,R16,wta player 5,wta player 7,WTA_Player_7,WTA_Player_5,0.0,1.703,2.835,,1500.4197365157836,1546.214227745523,-45.79449122973938,1500.0,1523.5999923740492,-23.59999237404918,,-0.5,-0.5,-0.5,-0.5,0,0,0.0,0,0.0,,,,
2022-09-07,Tourney_6,WTA,Hard,SF,wta player 11,wta player 18,WTA_Player_11,WTA_Player_18,1.0,1.316,5.554,,1542.9268431060952,1477.1997976854673,65.72704542062797,1511.585699413623,1500.0,11.585699413622933,,0.8,0.5,0.8333333333333334,0.5,4,0,0.0,0,0.0,,,,
2022-09-10,Tourney_8,WTA,Grass,QF,wta player 3,wta player 5,WTA_Player_3,WTA_Player_5,1.0,2.5,1.852,,1477.5707993043914,1489.9923258100014,-12.421526505610018,1488.414300586377,1512.413314087067,-23.999013500689898,,-0.4,-0.6666666666666666,-0.4,-0.6666666666666666,-3,0,0.0,0,0.0,,,,
2022-09-13,Tourney_6,ATP,Grass,R16,atp player 1,atp player 17,ATP_Player_1,ATP_Player_17,1.0,2.177,2.081,,1490.4464823699882,1503.1585557135038,-12.712073343515613,1487.5995146126802,1488.8526402827251,-1.2531256700449376,,0.0,0.0,-0.09999999999999998,0.0,-1,0,0.0,1,0.0,,,,
2022-09-16,Tourney_7,ATP,Clay,QF,atp player 20,atp player 3,ATP_Player_3,ATP_Player_20,0.0,1.773,2.659,,1512.4323677164323,1477.5086067443438,34.92376097208853,1499.585699413623,1499.9856905714691,-0.3999911578462161,,0.35,0.0,0.35,0.0,1,0,0.5,1,0.0,,,,
2022-09-19,Tourney_8,WTA,Hard,QF,wta player 15,wta player 7,WTA_Player_7,WTA_Player_15,0.0,2.732,1.742,,1510.6421382156184,1556.6416384513052,-45.99950023568681,1500.0,1534.7861288446777,-34.786128844677705,,-0.4,-0.5,-0.4,-0.5,0,0,0.0,0,0.0,,,,
2022-09-22,Tourney_5,ATP,Hard,R32,atp player 19,atp player 7,ATP_Player_19,ATP_Player_7,1.0,1.952,2.337,,1552.247950540964,1500.0693338520273,52.1786166889367,1522.789321853247,1488.0,34.789321853246975,,0.30000000000000004,1.0,0.2777777777777778,1.0,3,0,0.0,1,0.0,,,,
2022-09-25,Tourney_3,WTA,Hard,SF,wta player 5,wta player 6,WTA_Player_5,WTA_Player_6,1.0,2.889,1.684,,1477.5634841841595,1488.5626456246237,-10.99916144046415,1488.8138635293715,1500.0,-11.186136470628526,,-0.1333333333333333,-0.5,0.0,-0.5,3,0,0.0,0,0.0,,,,
